yyyymm	yyyymm2	av	hi
1981/10/11	1981/10/20	16.3	25.9
1981/10/21	1981/10/31	13.9	20.9
1981/11/1	1981/11/10	10.7	21.8
1981/11/11	1981/11/20	9	16.4
1981/11/21	1981/11/30	7.9	15.3
1981/12/1	1981/12/10	5.6	13.8
1981/12/11	1981/12/20	4.6	12.8
1981/12/21	1981/12/31	6.4	16.4
1982/1/1	1982/1/10	4.8	14.1
1982/1/11	1982/1/20	3.3	11.9
1982/1/21	1982/1/31	3.4	12.6
1982/2/1	1982/2/10	2.4	9.2
1982/2/11	1982/2/20	5.2	13.5
1982/2/21	1982/2/28	5.8	13.2
1982/3/1	1982/3/10	6.2	15.2
1982/3/11	1982/3/20	10.8	19.8
1982/3/21	1982/3/31	9.7	22.8
1982/4/1	1982/4/10	11.1	19.7
1982/4/11	1982/4/20	12.6	22
1982/4/21	1982/4/30	16.7	26.1
1982/5/1	1982/5/10	19.6	29.4
1982/5/11	1982/5/20	20.5	31.6
1982/5/21	1982/5/31	20.6	32.1
1982/6/1	1982/6/10	21.8	31.2
1982/6/11	1982/6/20	22.1	32.3
1982/6/21	1982/6/30	21.8	29.6
1982/7/1	1982/7/10	22.8	31.9
1982/7/11	1982/7/20	23	31
1982/7/21	1982/7/31	24.3	32.2
1982/8/1	1982/8/10	25.3	33.9
1982/8/11	1982/8/20	25.8	32.6
1982/8/21	1982/8/31	26.9	33.1
1982/9/1	1982/9/10	24.4	32.5
1982/9/11	1982/9/20	21.1	28.2
1982/9/21	1982/9/30	20.9	29.1
1982/10/1	1982/10/10	18.6	27
1982/10/11	1982/10/20	18.5	26.4
1982/10/21	1982/10/31	14.9	24.2
1982/11/1	1982/11/10	15.8	21.8
1982/11/11	1982/11/20	14.1	21.1
1982/11/21	1982/11/30	10.2	22.4
1982/12/1	1982/12/10	8.4	16.2
1982/12/11	1982/12/20	6.3	13.9
1982/12/21	1982/12/31	6.7	13.1
1983/1/1	1983/1/10	5.5	14.4
1983/1/11	1983/1/20	4.3	10.8
1983/1/21	1983/1/31	4.6	14.4
1983/2/1	1983/2/10	4.9	12.8
1983/2/11	1983/2/20	3.4	11.3
1983/2/21	1983/2/28	4.6	13.8
1983/3/1	1983/3/10	6	14.3
1983/3/11	1983/3/20	7.6	17.4
1983/3/21	1983/3/31	10.9	18.4
1983/4/1	1983/4/10	13.7	22.1
1983/4/11	1983/4/20	15.4	23.8
1983/4/21	1983/4/30	17.9	28.8
1983/5/1	1983/5/10	17.9	26.3
1983/5/11	1983/5/20	18.9	29.7
1983/5/21	1983/5/31	21	29.5
1983/6/1	1983/6/10	22.7	32
1983/6/11	1983/6/20	20.6	29.5
1983/6/21	1983/6/30	21.9	28.7
1983/7/1	1983/7/10	23.5	31.4
1983/7/11	1983/7/20	24.7	33
1983/7/21	1983/7/31	27.6	35.1
1983/8/1	1983/8/10	29.1	36.8
1983/8/11	1983/8/20	28.2	38.2
1983/8/21	1983/8/31	27	34.8
1983/9/1	1983/9/10	27.1	34.7
1983/9/11	1983/9/20	23.6	31.6
1983/9/21	1983/9/30	20.9	27.7
1983/10/1	1983/10/10	20.2	28.4
1983/10/11	1983/10/20	17.6	26.3
1983/10/21	1983/10/31	14.2	23.9
1983/11/1	1983/11/10	14.1	21.3
1983/11/11	1983/11/20	11.1	21.2
1983/11/21	1983/11/30	8.6	17.1
1983/12/1	1983/12/10	7.7	15.5
1983/12/11	1983/12/20	5.1	15.2
1983/12/21	1983/12/31	2.5	9.8
1984/1/1	1984/1/10	2.7	9.5
1984/1/11	1984/1/20	2.2	9.7
1984/1/21	1984/1/31	1.6	9.2
1984/2/1	1984/2/10	0.3	9.2
1984/2/11	1984/2/20	2.1	9.7
1984/2/21	1984/2/29	4.2	12.1
1984/3/1	1984/3/10	2.9	10.1
1984/3/11	1984/3/20	4.3	11.2
1984/3/21	1984/3/31	7.2	19.9
1984/4/1	1984/4/10	9.9	16.8
1984/4/11	1984/4/20	13.5	23.8
1984/4/21	1984/4/30	15.2	23.6
1984/5/1	1984/5/10	17.1	29.1
1984/5/11	1984/5/20	18.2	30.3
1984/5/21	1984/5/31	19.9	29.3
1984/6/1	1984/6/10	21.9	29.9
1984/6/11	1984/6/20	23.3	30.5
1984/6/21	1984/6/30	23	30.2
1984/7/1	1984/7/10	26.4	34.3
1984/7/11	1984/7/20	26.2	34.1
1984/7/21	1984/7/31	27.1	35
1984/8/1	1984/8/10	29.6	37.1
1984/8/11	1984/8/20	29.1	36.9
1984/8/21	1984/8/31	27	34.9
1984/9/1	1984/9/10	25.8	35.8
1984/9/11	1984/9/20	22.1	29.6
1984/9/21	1984/9/30	22.1	30.9
1984/10/1	1984/10/10	18.9	29.9
1984/10/11	1984/10/20	18	27.5
1984/10/21	1984/10/31	14.8	24.8
1984/11/1	1984/11/10	13.8	24.4
1984/11/11	1984/11/20	13.4	21
1984/11/21	1984/11/30	9.1	18.1
1984/12/1	1984/12/10	8	16.2
1984/12/11	1984/12/20	8.7	19.7
1984/12/21	1984/12/31	2.9	9.7
1985/1/1	1985/1/10	3.2	9.9
1985/1/11	1985/1/20	2.9	11.2
1985/1/21	1985/1/31	2.4	11.9
1985/2/1	1985/2/10	6.9	15.4
1985/2/11	1985/2/20	5.1	10.9
1985/2/21	1985/2/28	3.4	10.1
1985/3/1	1985/3/10	7.9	15.6
1985/3/11	1985/3/20	8.3	19.7
1985/3/21	1985/3/31	10.5	19.9
1985/4/1	1985/4/10	13.7	26.2
1985/4/11	1985/4/20	13.9	21.9
1985/4/21	1985/4/30	16.5	25.8
1985/5/1	1985/5/10	19.5	29.2
1985/5/11	1985/5/20	19.1	27.4
1985/5/21	1985/5/31	19.7	27.5
1985/6/1	1985/6/10	21.7	31.5
1985/6/11	1985/6/20	20.3	30.6
1985/6/21	1985/6/30	22.9	29.6
1985/7/1	1985/7/10	24.4	33.6
1985/7/11	1985/7/20	27.2	34.1
1985/7/21	1985/7/31	28.4	36.1
1985/8/1	1985/8/10	27.5	35.5
1985/8/11	1985/8/20	27.9	34.6
1985/8/21	1985/8/31	27.8	36
1985/9/1	1985/9/10	27.1	35.7
1985/9/11	1985/9/20	23.6	31.8
1985/9/21	1985/9/30	21	31.1
1985/10/1	1985/10/10	19.2	26.7
1985/10/11	1985/10/20	18.1	29.8
1985/10/21	1985/10/31	15.7	25.2
1985/11/1	1985/11/10	15.2	22.8
1985/11/11	1985/11/20	9.5	18.1
1985/11/21	1985/11/30	9.2	19.4
1985/12/1	1985/12/10	7.3	15.4
1985/12/11	1985/12/20	3.3	10.9
1985/12/21	1985/12/31	5.8	13.1
1986/1/1	1986/1/10	2.1	8.8
1986/1/11	1986/1/20	3.5	12
1986/1/21	1986/1/31	2.4	10.3
1986/2/1	1986/2/10	2	9.6
1986/2/11	1986/2/20	3.2	12.3
1986/2/21	1986/2/28	2.7	10.2
1986/3/1	1986/3/10	6.4	18.9
1986/3/11	1986/3/20	8.3	19.1
1986/3/21	1986/3/31	8.6	17.3
1986/4/1	1986/4/10	11.1	20.6
1986/4/11	1986/4/20	13.2	24.1
1986/4/21	1986/4/30	17.4	28.2
1986/5/1	1986/5/10	17.2	28.5
1986/5/11	1986/5/20	17.9	26.1
1986/5/21	1986/5/31	18.6	26.4
1986/6/1	1986/6/10	21.8	31.3
1986/6/11	1986/6/20	22.2	30
1986/6/21	1986/6/30	22.2	31
1986/7/1	1986/7/10	22.5	29.8
1986/7/11	1986/7/20	25.6	33.4
1986/7/21	1986/7/31	26.3	34.4
1986/8/1	1986/8/10	26.3	33.8
1986/8/11	1986/8/20	27.9	35.1
1986/8/21	1986/8/31	27.6	35.3
1986/9/1	1986/9/10	26.7	36.2
1986/9/11	1986/9/20	22.5	31.3
1986/9/21	1986/9/30	22.5	29.6
1986/10/1	1986/10/10	20	29.1
1986/10/11	1986/10/20	15.5	24.2
1986/10/21	1986/10/31	13.5	21.6
1986/11/1	1986/11/10	13.1	22.1
1986/11/11	1986/11/20	11.1	19.9
1986/11/21	1986/11/30	9.9	21.8
1986/12/1	1986/12/10	8.2	15.2
1986/12/11	1986/12/20	9	16.6
1986/12/21	1986/12/31	5.7	13.1
1987/1/1	1987/1/10	5.9	16.3
1987/1/11	1987/1/20	3.2	15.1
1987/1/21	1987/1/31	4.4	12.7
1987/2/1	1987/2/10	5.4	18.6
1987/2/11	1987/2/20	6.5	17.1
1987/2/21	1987/2/28	4	15.1
1987/3/1	1987/3/10	5.6	17.1
1987/3/11	1987/3/20	8.7	16.5
1987/3/21	1987/3/31	10.4	20.2
1987/4/1	1987/4/10	13.4	24.9
1987/4/11	1987/4/20	13	26.1
1987/4/21	1987/4/30	16.5	27
1987/5/1	1987/5/10	17	28.2
1987/5/11	1987/5/20	18.2	28.7
1987/5/21	1987/5/31	20.4	30.2
1987/6/1	1987/6/10	24.1	34.5
1987/6/11	1987/6/20	21.8	30.7
1987/6/21	1987/6/30	23.3	31.5
1987/7/1	1987/7/10	25.6	33.5
1987/7/11	1987/7/20	25.8	33.3
1987/7/21	1987/7/31	29	36.1
1987/8/1	1987/8/10	26.9	33.8
1987/8/11	1987/8/20	28.7	35.9
1987/8/21	1987/8/31	28	35.7
1987/9/1	1987/9/10	25.7	32.8
1987/9/11	1987/9/20	24.2	31.1
1987/9/21	1987/9/30	21	29.7
1987/10/1	1987/10/10	21.1	28.4
1987/10/11	1987/10/20	19.3	26.8
1987/10/21	1987/10/31	15.9	24.9
1987/11/1	1987/11/10	13.4	22.4
1987/11/11	1987/11/20	13.3	22.3
1987/11/21	1987/11/30	10.5	17.7
1987/12/1	1987/12/10	5.8	14.9
1987/12/11	1987/12/20	7.7	14.4
1987/12/21	1987/12/31	8.6	18.4
1988/1/1	1988/1/10	5.8	15
1988/1/11	1988/1/20	5.8	14
1988/1/21	1988/1/31	5.3	13.7
1988/2/1	1988/2/10	2.2	11.9
1988/2/11	1988/2/20	3	9.9
1988/2/21	1988/2/29	5.2	12.1
1988/3/1	1988/3/10	5.3	13.3
1988/3/11	1988/3/20	9.1	17.6
1988/3/21	1988/3/31	9	17
1988/4/1	1988/4/10	10.8	21.1
1988/4/11	1988/4/20	14.6	24.7
1988/4/21	1988/4/30	16	26.7
1988/5/1	1988/5/10	16.8	28.1
1988/5/11	1988/5/20	18.9	30.2
1988/5/21	1988/5/31	18.9	27.7
1988/6/1	1988/6/10	21.2	30.3
1988/6/11	1988/6/20	23.7	32
1988/6/21	1988/6/30	22.1	28
1988/7/1	1988/7/10	25.8	35.9
1988/7/11	1988/7/20	24.4	32.5
1988/7/21	1988/7/31	24.2	31.9
1988/8/1	1988/8/10	27.1	35.2
1988/8/11	1988/8/20	26.6	32.4
1988/8/21	1988/8/31	27.9	35.2
1988/9/1	1988/9/10	24.6	32.2
1988/9/11	1988/9/20	25.5	32.6
1988/9/21	1988/9/30	22.6	30.6
1988/10/1	1988/10/10	19.1	26.4
1988/10/11	1988/10/20	16.3	24.9
1988/10/21	1988/10/31	14.7	23.7
1988/11/1	1988/11/10	11.5	19.6
1988/11/11	1988/11/20	10	19.7
1988/11/21	1988/11/30	7.4	15.6
1988/12/1	1988/12/10	6.9	14.8
1988/12/11	1988/12/20	5.3	14.5
1988/12/21	1988/12/31	5.5	12.6
1989/1/1	1989/1/10	6.9	15.8
1989/1/11	1989/1/20	7.1	15.2
1989/1/21	1989/1/31	5.8	14.6
1989/2/1	1989/2/10	5.7	14.9
1989/2/11	1989/2/20	7.2	14.2
1989/2/21	1989/2/28	8	16.4
1989/3/1	1989/3/10	8.4	18.3
1989/3/11	1989/3/20	8.7	18.6
1989/3/21	1989/3/31	9.9	18.2
1989/4/1	1989/4/10	14.4	23.2
1989/4/11	1989/4/20	15.6	26.7
1989/4/21	1989/4/30	14.7	24.2
1989/5/1	1989/5/10	17.7	26.5
1989/5/11	1989/5/20	16.9	23.8
1989/5/21	1989/5/31	19.2	27.6
1989/6/1	1989/6/10	21.4	30.2
1989/6/11	1989/6/20	20.1	27.2
1989/6/21	1989/6/30	23.1	31.5
1989/7/1	1989/7/10	23.3	30.8
1989/7/11	1989/7/20	24.8	30.4
1989/7/21	1989/7/31	27.2	33.7
1989/8/1	1989/8/10	28.1	35.1
1989/8/11	1989/8/20	27.5	34.6
1989/8/21	1989/8/31	27.2	34.2
1989/9/1	1989/9/10	25.3	32.5
1989/9/11	1989/9/20	26	33.6
1989/9/21	1989/9/30	22	28.7
1989/10/1	1989/10/10	19.1	27.4
1989/10/11	1989/10/20	16.7	25.5
1989/10/21	1989/10/31	16.5	24.9
1989/11/1	1989/11/10	17.2	24.4
1989/11/11	1989/11/20	12.6	21.2
1989/11/21	1989/11/30	9.3	17
1989/12/1	1989/12/10	8.2	17.5
1989/12/11	1989/12/20	6.8	14.4
1989/12/21	1989/12/31	6.4	15
1990/1/1	1990/1/10	4.5	12.1
1990/1/11	1990/1/20	5.7	11.7
1990/1/21	1990/1/31	2.5	9.4
1990/2/1	1990/2/10	6.4	15.2
1990/2/11	1990/2/20	9.1	19.8
1990/2/21	1990/2/28	10.3	18.3
1990/3/1	1990/3/10	8.2	17.7
1990/3/11	1990/3/20	9.5	18.2
1990/3/21	1990/3/31	11	22.6
1990/4/1	1990/4/10	13.3	24.5
1990/4/11	1990/4/20	14.1	23.3
1990/4/21	1990/4/30	15.8	27.1
1990/5/1	1990/5/10	17.1	27.8
1990/5/11	1990/5/20	19.1	25.5
1990/5/21	1990/5/31	19.7	27.6
1990/6/1	1990/6/10	21.6	29.2
1990/6/11	1990/6/20	23.9	31.5
1990/6/21	1990/6/30	25.4	34.7
1990/7/1	1990/7/10	23.8	32.4
1990/7/11	1990/7/20	28.3	35.3
1990/7/21	1990/7/31	28.4	35.4
1990/8/1	1990/8/10	29.5	36.9
1990/8/11	1990/8/20	28.4	35.6
1990/8/21	1990/8/31	27.6	34.3
1990/9/1	1990/9/10	26.4	33.2
1990/9/11	1990/9/20	24.8	35.2
1990/9/21	1990/9/30	22.6	29.6
1990/10/1	1990/10/10	20.9	27.9
1990/10/11	1990/10/20	18.7	26.1
1990/10/21	1990/10/31	16	24.9
1990/11/1	1990/11/10	15.9	22.7
1990/11/11	1990/11/20	14	22
1990/11/21	1990/11/30	12.4	19.7
1990/12/1	1990/12/10	10.4	19.8
1990/12/11	1990/12/20	7.4	16.4
1990/12/21	1990/12/31	5.7	14.9
1991/1/1	1991/1/10	5.1	15.2
1991/1/11	1991/1/20	4.4	12.6
1991/1/21	1991/1/31	4.3	11.7
1991/2/1	1991/2/10	3.8	11.3
1991/2/11	1991/2/20	5.9	14.4
1991/2/21	1991/2/28	2.6	11.4
1991/3/1	1991/3/10	8.6	20.5
1991/3/11	1991/3/20	8.3	19.2
1991/3/21	1991/3/31	12.1	22.8
1991/4/1	1991/4/10	12.9	24.4
1991/4/11	1991/4/20	16.4	25.1
1991/4/21	1991/4/30	16.2	24.1
1991/5/1	1991/5/10	15.2	25.4
1991/5/11	1991/5/20	19	28.2
1991/5/21	1991/5/31	21.3	32.3
1991/6/1	1991/6/10	21.3	28.5
1991/6/11	1991/6/20	24.1	33.9
1991/6/21	1991/6/30	26	35.6
1991/7/1	1991/7/10	25.4	32.2
1991/7/11	1991/7/20	25.6	33.4
1991/7/21	1991/7/31	28.7	36.1
1991/8/1	1991/8/10	26.5	36.1
1991/8/11	1991/8/20	27.8	35.8
1991/8/21	1991/8/31	26.2	33.7
1991/9/1	1991/9/10	27.6	33.5
1991/9/11	1991/9/20	24.3	32.6
1991/9/21	1991/9/30	22.4	29.5
1991/10/1	1991/10/10	20.6	28.6
1991/10/11	1991/10/20	17.6	27.1
1991/10/21	1991/10/31	15.8	22.3
1991/11/1	1991/11/10	14.1	21
1991/11/11	1991/11/20	10.8	17.5
1991/11/21	1991/11/30	11.6	18.6
1991/12/1	1991/12/10	10.5	18.9
1991/12/11	1991/12/20	7.6	17.4
1991/12/21	1991/12/31	6.7	17
1992/1/1	1992/1/10	6.9	13.3
1992/1/11	1992/1/20	5	14.2
1992/1/21	1992/1/31	6	13.2
1992/2/1	1992/2/10	4.5	15
1992/2/11	1992/2/20	5.4	12.6
1992/2/21	1992/2/29	6	18.7
1992/3/1	1992/3/10	8.8	18
1992/3/11	1992/3/20	10.9	21.2
1992/3/21	1992/3/31	10.5	20.2
1992/4/1	1992/4/10	15	23.8
1992/4/11	1992/4/20	12.1	22
1992/4/21	1992/4/30	16.5	27.3
1992/5/1	1992/5/10	16.3	24.1
1992/5/11	1992/5/20	17.4	27.3
1992/5/21	1992/5/31	18.4	28.5
1992/6/1	1992/6/10	22.3	29.6
1992/6/11	1992/6/20	22	28
1992/6/21	1992/6/30	20.7	27.2
1992/7/1	1992/7/10	24.2	32.3
1992/7/11	1992/7/20	24.9	35
1992/7/21	1992/7/31	30.2	37.2
1992/8/1	1992/8/10	26.9	35
1992/8/11	1992/8/20	27.3	34.9
1992/8/21	1992/8/31	27.8	33.6
1992/9/1	1992/9/10	27.1	35.9
1992/9/11	1992/9/20	23.4	31.8
1992/9/21	1992/9/30	20.8	28.6
1992/10/1	1992/10/10	19.3	29.9
1992/10/11	1992/10/20	18.8	25
1992/10/21	1992/10/31	15.7	23.2
1992/11/1	1992/11/10	14.1	21.2
1992/11/11	1992/11/20	12.2	20.1
1992/11/21	1992/11/30	9.8	18.5
1992/12/1	1992/12/10	10.8	18.1
1992/12/11	1992/12/20	5.6	10.7
1992/12/21	1992/12/31	6.9	15.8
1993/1/1	1993/1/10	6.5	13.6
1993/1/11	1993/1/20	6.2	11.5
1993/1/21	1993/1/31	5.2	13.4
1993/2/1	1993/2/10	5.3	18.7
1993/2/11	1993/2/20	6.5	15.3
1993/2/21	1993/2/28	5.9	15.5
1993/3/1	1993/3/10	6.9	17.4
1993/3/11	1993/3/20	6.5	14.5
1993/3/21	1993/3/31	10.4	20
1993/4/1	1993/4/10	10.8	24.4
1993/4/11	1993/4/20	13.5	26.2
1993/4/21	1993/4/30	15.5	24.3
1993/5/1	1993/5/10	15.4	26.7
1993/5/11	1993/5/20	18.7	29.7
1993/5/21	1993/5/31	19.6	28.9
1993/6/1	1993/6/10	19.5	27.9
1993/6/11	1993/6/20	23.1	33.2
1993/6/21	1993/6/30	22.3	30.7
1993/7/1	1993/7/10	21.1	27.9
1993/7/11	1993/7/20	24	29.9
1993/7/21	1993/7/31	25.4	32.2
1993/8/1	1993/8/10	23.5	32.5
1993/8/11	1993/8/20	25.1	32.6
1993/8/21	1993/8/31	26.9	33
1993/9/1	1993/9/10	23.9	33.7
1993/9/11	1993/9/20	23.1	30.6
1993/9/21	1993/9/30	19.6	27.1
1993/10/1	1993/10/10	18.5	26.9
1993/10/11	1993/10/20	17.8	24.9
1993/10/21	1993/10/31	14.3	22.7
1993/11/1	1993/11/10	14.1	22.9
1993/11/11	1993/11/20	15.4	23.2
1993/11/21	1993/11/30	9.7	16.8
1993/12/1	1993/12/10	9.1	18.1
1993/12/11	1993/12/20	6	14.3
1993/12/21	1993/12/31	5.7	13.7
1994/1/1	1994/1/10	5.4	14.3
1994/1/11	1994/1/20	5.4	14.1
1994/1/21	1994/1/31	3.4	13.3
1994/2/1	1994/2/10	4.7	13.3
1994/2/11	1994/2/20	4.3	16.1
1994/2/21	1994/2/28	5.1	12.4
1994/3/1	1994/3/10	6.9	17.6
1994/3/11	1994/3/20	6.8	17.4
1994/3/21	1994/3/31	8.3	19.9
1994/4/1	1994/4/10	13.7	26.9
1994/4/11	1994/4/20	15.3	24.3
1994/4/21	1994/4/30	17.3	27.5
1994/5/1	1994/5/10	18.8	28.8
1994/5/11	1994/5/20	18.9	26.9
1994/5/21	1994/5/31	21.6	29.3
1994/6/1	1994/6/10	22.9	32.1
1994/6/11	1994/6/20	22.4	30.7
1994/6/21	1994/6/30	23.5	32.7
1994/7/1	1994/7/10	28.3	36
1994/7/11	1994/7/20	29.2	38.1
1994/7/21	1994/7/31	29.3	36.7
1994/8/1	1994/8/10	31.6	39.8
1994/8/11	1994/8/20	28.7	35.5
1994/8/21	1994/8/31	27.8	35.9
1994/9/1	1994/9/10	28.1	36.3
1994/9/11	1994/9/20	24.1	32.5
1994/9/21	1994/9/30	22.6	30.6
1994/10/1	1994/10/10	21.5	29.4
1994/10/11	1994/10/20	20.8	28.7
1994/10/21	1994/10/31	17.2	24.9
1994/11/1	1994/11/10	15.1	22.4
1994/11/11	1994/11/20	14.5	23.1
1994/11/21	1994/11/30	10.3	18.3
1994/12/1	1994/12/10	9.2	18.8
1994/12/11	1994/12/20	6.6	17.4
1994/12/21	1994/12/31	7.4	15.6
1995/1/1	1995/1/10	4.9	14.2
1995/1/11	1995/1/20	2.8	10.4
1995/1/21	1995/1/31	4.4	11.9
1995/2/1	1995/2/10	4.3	12.3
1995/2/11	1995/2/20	5.9	14.3
1995/2/21	1995/2/28	5.8	13
1995/3/1	1995/3/10	6.9	15.5
1995/3/11	1995/3/20	8.8	19.1
1995/3/21	1995/3/31	10.7	20.8
1995/4/1	1995/4/10	11.5	19.8
1995/4/11	1995/4/20	13.2	24.6
1995/4/21	1995/4/30	15.9	23.5
1995/5/1	1995/5/10	18.4	27.2
1995/5/11	1995/5/20	17.4	26.2
1995/5/21	1995/5/31	19.1	27.6
1995/6/1	1995/6/10	20.2	28.2
1995/6/11	1995/6/20	20.8	28.8
1995/6/21	1995/6/30	23.4	30.1
1995/7/1	1995/7/10	24.4	35.3
1995/7/11	1995/7/20	26.2	34.1
1995/7/21	1995/7/31	28.7	36.6
1995/8/1	1995/8/10	31.2	38.3
1995/8/11	1995/8/20	29.9	38.9
1995/8/21	1995/8/31	29.3	38.9
1995/9/1	1995/9/10	24.3	31.8
1995/9/11	1995/9/20	22	30
1995/9/21	1995/9/30	22.6	30.6
1995/10/1	1995/10/10	19.3	28.7
1995/10/11	1995/10/20	19.9	27.1
1995/10/21	1995/10/31	17.1	25.5
1995/11/1	1995/11/10	11.5	19.7
1995/11/11	1995/11/20	10.9	19.5
1995/11/21	1995/11/30	8	14.7
1995/12/1	1995/12/10	6	14
1995/12/11	1995/12/20	6.6	14.1
1995/12/21	1995/12/31	3.3	12
1996/1/1	1996/1/10	4.5	13.7
1996/1/11	1996/1/20	6.4	14.1
1996/1/21	1996/1/31	2.9	11.4
1996/2/1	1996/2/10	1.8	10.7
1996/2/11	1996/2/20	5.2	19.8
1996/2/21	1996/2/29	4.6	12.8
1996/3/1	1996/3/10	4.6	12
1996/3/11	1996/3/20	7.5	17
1996/3/21	1996/3/31	10.9	18.5
1996/4/1	1996/4/10	9.5	18.5
1996/4/11	1996/4/20	10.3	20.8
1996/4/21	1996/4/30	16.4	28.1
1996/5/1	1996/5/10	16	25
1996/5/11	1996/5/20	17.6	32.2
1996/5/21	1996/5/31	21.2	29.7
1996/6/1	1996/6/10	21.2	30
1996/6/11	1996/6/20	23.3	32.1
1996/6/21	1996/6/30	23.5	31.8
1996/7/1	1996/7/10	24.1	32.5
1996/7/11	1996/7/20	27.9	36.7
1996/7/21	1996/7/31	28.5	35.8
1996/8/1	1996/8/10	28.3	37.2
1996/8/11	1996/8/20	27.9	35.7
1996/8/21	1996/8/31	25	33.4
1996/9/1	1996/9/10	25	33.4
1996/9/11	1996/9/20	22.4	30.3
1996/9/21	1996/9/30	20	27.2
1996/10/1	1996/10/10	19.3	27.6
1996/10/11	1996/10/20	16.9	25.8
1996/10/21	1996/10/31	16	25.2
1996/11/1	1996/11/10	15.6	23
1996/11/11	1996/11/20	10.3	18.7
1996/11/21	1996/11/30	10.2	18.1
1996/12/1	1996/12/10	5.5	11.7
1996/12/11	1996/12/20	9.1	18.9
1996/12/21	1996/12/31	6.1	14.9
1997/1/1	1997/1/10	5	14.5
1997/1/11	1997/1/20	5.2	13
1997/1/21	1997/1/31	3	12.1
1997/2/1	1997/2/10	4.6	14.4
1997/2/11	1997/2/20	4.1	13.3
1997/2/21	1997/2/28	5.9	15.8
1997/3/1	1997/3/10	8.8	20.2
1997/3/11	1997/3/20	9.9	20.4
1997/3/21	1997/3/31	10.1	19.6
1997/4/1	1997/4/10	14	22.2
1997/4/11	1997/4/20	14.4	24
1997/4/21	1997/4/30	15.6	26
1997/5/1	1997/5/10	19.8	31.6
1997/5/11	1997/5/20	19.4	27
1997/5/21	1997/5/31	17.6	26.6
1997/6/1	1997/6/10	21.2	28.3
1997/6/11	1997/6/20	22.4	29.9
1997/6/21	1997/6/30	24.5	34.1
1997/7/1	1997/7/10	26.5	35.5
1997/7/11	1997/7/20	24.9	33.2
1997/7/21	1997/7/31	25.9	32.9
1997/8/1	1997/8/10	27	34.3
1997/8/11	1997/8/20	27.2	34.7
1997/8/21	1997/8/31	27.8	34.9
1997/9/1	1997/9/10	26.8	34.1
1997/9/11	1997/9/20	24.1	31.9
1997/9/21	1997/9/30	20	28.7
1997/10/1	1997/10/10	18.3	24.8
1997/10/11	1997/10/20	16.6	25.4
1997/10/21	1997/10/31	15.8	28
1997/11/1	1997/11/10	11.9	20.6
1997/11/11	1997/11/20	13.4	21.7
1997/11/21	1997/11/30	13.1	20
1997/12/1	1997/12/10	8.1	14.6
1997/12/11	1997/12/20	7.3	15.8
1997/12/21	1997/12/31	7.7	15.8
1998/1/1	1998/1/10	5.1	12.5
1998/1/11	1998/1/20	5.2	12
1998/1/21	1998/1/31	3.4	10.7
1998/2/1	1998/2/10	4.2	11.1
1998/2/11	1998/2/20	7.5	19
1998/2/21	1998/2/28	9.1	16.7
1998/3/1	1998/3/10	8.3	17.5
1998/3/11	1998/3/20	8.9	16.6
1998/3/21	1998/3/31	12	25
1998/4/1	1998/4/10	12.8	24.8
1998/4/11	1998/4/20	18.6	29.3
1998/4/21	1998/4/30	20.1	29.2
1998/5/1	1998/5/10	19.7	27.5
1998/5/11	1998/5/20	19.1	28.3
1998/5/21	1998/5/31	21.9	30.1
1998/6/1	1998/6/10	20.7	29.3
1998/6/11	1998/6/20	22.8	30.5
1998/6/21	1998/6/30	23.6	32
1998/7/1	1998/7/10	28.9	36.1
1998/7/11	1998/7/20	24.8	31.9
1998/7/21	1998/7/31	26.6	34
1998/8/1	1998/8/10	28.8	35.3
1998/8/11	1998/8/20	29.5	35.2
1998/8/21	1998/8/31	27.3	34.3
1998/9/1	1998/9/10	25	32.3
1998/9/11	1998/9/20	25.7	32.9
1998/9/21	1998/9/30	23.4	29.7
1998/10/1	1998/10/10	22.4	29.3
1998/10/11	1998/10/20	20.9	29.4
1998/10/21	1998/10/31	16.8	23.6
1998/11/1	1998/11/10	15.3	22.9
1998/11/11	1998/11/20	11.8	21.8
1998/11/21	1998/11/30	9.3	16.3
1998/12/1	1998/12/10	9.6	18.5
1998/12/11	1998/12/20	8	16.4
1998/12/21	1998/12/31	7.2	15.4
1999/1/1	1999/1/10	4	13.7
1999/1/11	1999/1/20	4.6	13.2
1999/1/21	1999/1/31	5.6	13.2
1999/2/1	1999/2/10	4.1	13.6
1999/2/11	1999/2/20	4.6	15.5
1999/2/21	1999/2/28	6	14.8
1999/3/1	1999/3/10	9.1	17
1999/3/11	1999/3/20	11.8	21.9
1999/3/21	1999/3/31	9	20.1
1999/4/1	1999/4/10	11	19.3
1999/4/11	1999/4/20	15.6	25.9
1999/4/21	1999/4/30	16.5	26
1999/5/1	1999/5/10	18.5	27.5
1999/5/11	1999/5/20	20.1	30.3
1999/5/21	1999/5/31	19.9	27.8
1999/6/1	1999/6/10	22.5	30.3
1999/6/11	1999/6/20	23.5	32.6
1999/6/21	1999/6/30	22.4	28.4
1999/7/1	1999/7/10	24.3	32.5
1999/7/11	1999/7/20	25.7	32.6
1999/7/21	1999/7/31	27.8	35.1
1999/8/1	1999/8/10	28.8	34.8
1999/8/11	1999/8/20	27.2	34.2
1999/8/21	1999/8/31	27.6	34.5
1999/9/1	1999/9/10	26.1	34.6
